text,intent,norm,key
there is no call to swap my program,Default Fallback Intent,there is no call to swap my program,call no program swap there
kindly refrain from silence my aids,Default Fallback Intent,kindly refrain from silence my aids,aids from kindly refrain silence
it would be wrong to note down a reminder,Default Fallback Intent,it would be wrong to note down a reminder,be down note reminder wrong
i would rather you did not replay my messages,Default Fallback Intent,i would rather you did not replay my messages,did messag not rather replay
there is no call to open the audio link,Default Fallback Intent,there is no call to open the audio link,audio call link no open there
let us not hunt for my phone,Default Fallback Intent,let us not hunt for my phone,hunt let not phone us
i am not asking you to close the audio link,Default Fallback Intent,i am not asking you to close the audio link,am ask audio close link not
let us not open the audio link,Default Fallback Intent,let us not open the audio link,audio let link not open us
kindly refrain from close the audio link,Default Fallback Intent,kindly refrain from close the audio link,audio close from kindly link refrain
"drop the sound, that is, not raise the sound",Cmd.VolumeDecrease,drop the sound that is not raise the sound,drop not raise sound
there is no call to hunt for my phone,Default Fallback Intent,there is no call to hunt for my phone,call hunt no phone there
i am not asking you to note down a reminder,Default Fallback Intent,i am not asking you to note down a reminder,am ask down not note reminder
you do not need to swap my program,Default Fallback Intent,you do not need to swap my program,need not program swap
i am not asking you to dictate a message,Default Fallback Intent,i am not asking you to dictate a message,am ask dictate message not
there is no call to silence my aids,Default Fallback Intent,there is no call to silence my aids,aids call no silence there
you do not need to note down a reminder,Default Fallback Intent,you do not need to note down a reminder,down need not note reminder
you do not need to begin translating,Default Fallback Intent,you do not need to begin translating,begin need not translat
it would be wrong to begin translating,Default Fallback Intent,it would be wrong to begin translating,be begin translat wrong
let us not silence my aids,Default Fallback Intent,let us not silence my aids,aids let not silence us
hold off on close the audio link,Default Fallback Intent,hold off on close the audio link,audio close hold link off on
"open the audio link, that is, not close the audio link",Cmd.StreamingStart,open the audio link that is not close the audio link,audio close link not open
i am not asking you to drop the sound,Default Fallback Intent,i am not asking you to drop the sound,am ask drop not sound
let us not bring the sound back,Default Fallback Intent,let us not bring the sound back,back br let not sound us
you do not need to begin captions,Default Fallback Intent,you do not need to begin captions,begin caption need not
open the audio link — do not close the audio link,Cmd.StreamingStart,open the audio link do not close the audio link,audio close link not open
there is no call to begin translating,Default Fallback Intent,there is no call to begin translating,begin call no there translat
"bring the sound back, that is, not silence my aids",Cmd.VolumeUnmute,bring the sound back that is not silence my aids,aids back br not silence sound
it would be wrong to clear that reminder,Default Fallback Intent,it would be wrong to clear that reminder,be clear reminder wrong
i am not asking you to hunt for my phone,Default Fallback Intent,i am not asking you to hunt for my phone,am ask hunt not phone
you do not need to dictate a message,Default Fallback Intent,you do not need to dictate a message,dictate message need not
it would be wrong to begin captions,Default Fallback Intent,it would be wrong to begin captions,be begin caption wrong
let us not swap my program,Default Fallback Intent,let us not swap my program,let not program swap us
there is no call to raise the sound,Default Fallback Intent,there is no call to raise the sound,call no raise sound there
"raise the sound, that is, not drop the sound",Cmd.VolumeIncrease,raise the sound that is not drop the sound,drop not raise sound
hold off on begin translating,Default Fallback Intent,hold off on begin translating,begin hold off on translat
it would be wrong to close the audio link,Default Fallback Intent,it would be wrong to close the audio link,audio be close link wrong
bring the sound back — do not silence my aids,Cmd.VolumeUnmute,bring the sound back do not silence my aids,aids back br not silence sound
raise the sound — do not drop the sound,Cmd.VolumeIncrease,raise the sound do not drop the sound,drop not raise sound
hold off on dictate a message,Default Fallback Intent,hold off on dictate a message,dictate hold message off on
"rather than silence my aids, bring the sound back",Cmd.VolumeUnmute,rather than silence my aids bring the sound back,aids back br rather silence sound than
hold off on silence my aids,Default Fallback Intent,hold off on silence my aids,aids hold off on silence
you do not need to bring the sound back,Default Fallback Intent,you do not need to bring the sound back,back br need not sound
i would rather you did not begin translating,Default Fallback Intent,i would rather you did not begin translating,begin did not rather translat
"rather than close the audio link, open the audio link",Cmd.StreamingStart,rather than close the audio link open the audio link,audio close link open rather than
kindly refrain from bring the sound back,Default Fallback Intent,kindly refrain from bring the sound back,back br from kindly refrain sound
i am not asking you to replay my messages,Default Fallback Intent,i am not asking you to replay my messages,am ask messag not replay
"rather than bring the sound back, silence my aids",Cmd.VolumeMute,rather than bring the sound back silence my aids,aids back br rather silence sound than
you do not need to drop the sound,Default Fallback Intent,you do not need to drop the sound,drop need not sound
kindly refrain from drop the sound,Default Fallback Intent,kindly refrain from drop the sound,drop from kindly refrain sound
"rather than drop the sound, raise the sound",Cmd.VolumeIncrease,rather than drop the sound raise the sound,drop raise rather sound than
"i am sitting in a noisy restaurant and i am having real trouble following the person across the table, could you please increase the volume a bit",Cmd.VolumeIncrease,i am sitting in a noisy restaurant and i am having real trouble following the person across the table could you please increase the volume a bit,acros am bit follow hav in increase noisy person real restaurant sitt table trouble volume
