text,intent,source,rejected_intent,family,held_out,symptom,axis,role
uh auditoriummemory,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
pelase senda messege,Cmd.SendMessage,F5_stt:homophone+merge_boundary,,,,,,
can you help with pearing my hearing aids with the,Help_Pairing,F5_stt:truncate_tail+homophone,,,,,,
please help with tinnitu masker adjustments on my aides,Help_Tinnitus,F5_stt:homophone+drop_plural,,,,,,
uh explain mybrain score,Help_ThriveScore,F5_stt:filler+merge_boundary,,,,,,
i need to disconnect the hearing aids from fone,Help_Pairing,F5_stt:drop_function_word+homophone,,,,,,
uh change to outdoorsprogram,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
um please switch program tomaster,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
uh pleaseswitch to everyday,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
how do i turn ondemo,Help_DemoMode,F5_stt:merge_boundary+truncate_tail,,,,,,
um switch to mute programme,Cmd.MemoryChange,F5_stt:filler+homophone,,,,,,
uh can you kid pushes the topbutton real quick and let it go the volume goes up,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
um please setto master program,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
hearingaid volume down,Cmd.VolumeDecrease,F5_stt:drop_function_word+merge_boundary,,,,,,
um change auditorium,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
what is mybatteries life,Cmd.BatteryLevel,F5_stt:homophone+merge_boundary,,,,,,
er please remind me on,reminders.add,F5_stt:filler+truncate_tail,,,,,,
er what if my aides get damp,Help_CleanCare,F5_stt:filler+homophone,,,,,,
pleaseswitch to restaurant mammary,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
uh remind about party at 12 p m on friday,reminders.add,F5_stt:filler+drop_function_word,,,,,,
er do not let meforget to call grandma,reminders.add,F5_stt:merge_boundary+filler,,,,,,
um help with white noise adjustment on my hearing,Help_Tinnitus,F5_stt:truncate_tail+filler,,,,,,
er make volumn lower,Cmd.VolumeDecrease,F5_stt:homophone+filler,,,,,,
can professional adjust the aid,Help_RemoteProgramming,F5_stt:drop_function_word+truncate_tail,,,,,,
send mea reminda,reminders.add,F5_stt:homophone+merge_boundary,,,,,,
switch memery to auditorium,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
why cannot iget 200 point with the ipro score,Help_ThriveScore,F5_stt:drop_plural+merge_boundary,,,,,,
um can you remind me at 11 o'clock in morning,reminders.add,F5_stt:filler+drop_function_word,,,,,,
um ona good day,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
how do i adjust volume on my,Help_Accessories,F5_stt:drop_function_word+truncate_tail,,,,,,
please re mind me to go to bedin 5 minutes,reminders.add,F5_stt:merge_boundary+homophone,,,,,,
save runi just finished,Cmd.ActivityRun,F5_stt:drop_function_word+merge_boundary,,,,,,
uhplease switch to tinnitus memory,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
uh set to television pro gram,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
um open translation inspanish,Cmd.TranslationStart,F5_stt:filler+merge_boundary,,,,,,
what edg mode,Help_EdgeMode,F5_stt:homophone+drop_function_word,,,,,,
um please make my hearin aids silent,Cmd.VolumeMute,F5_stt:filler+homophone,,,,,,
please i need help with pairing,Help_Pairing,F5_stt:drop_function_word+truncate_tail,,,,,,
uh morelike this is,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
uh how does tornado creator start,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
uh can you reminda done,reminders.complete,F5_stt:filler+homophone,,,,,,
uh turned off alarm,Default Fallback Intent,F5_stt:homophone+filler,,,,,,
er how do i play notifications through hearing aid,Help_DeviceSettings,F5_stt:drop_function_word+filler,,,,,,
please ashesashes all fall down,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
er can i see stand goal,Cmd.ActivityStand,F5_stt:drop_function_word+filler,,,,,,
er how does sharing audio with another person,Help_HearShare,F5_stt:filler+truncate_tail,,,,,,
remind me to turn the light on at 8 p,reminders.add,F5_stt:drop_plural+truncate_tail,,,,,,
can you re mind me to call,reminders.add,F5_stt:drop_function_word+homophone,,,,,,
fire offtext,Cmd.SendMessage,F5_stt:drop_function_word+merge_boundary,,,,,,
er can you change topersonal,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
er switch to worship,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
uh set memory to two,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
how do i disconnect my hearing aid from,Help_Pairing,F5_stt:truncate_tail+drop_function_word,,,,,,
er how do i improve my activity,Help_ThriveScore,F5_stt:filler+truncate_tail,,,,,,
er how the ipro score calculated,Help_ThriveScore,F5_stt:drop_function_word+filler,,,,,,
uh can you change to,Cmd.MemoryChange,F5_stt:filler+truncate_tail,,,,,,
um show me aroundthe app,Help_Home,F5_stt:merge_boundary+filler,,,,,,
um please did they accept my hearshare,Help_HearShare,F5_stt:filler+truncate_tail,,,,,,
beam theaudio over to,Cmd.StreamingStart,F5_stt:truncate_tail+merge_boundary,,,,,,
um how doi disable mask mode,Help_MaskMode,F5_stt:merge_boundary+filler,,,,,,
how do i stop screaming from my tvstreamer,Help_Accessories,F5_stt:homophone+merge_boundary,,,,,,
can you remind her for 4 15 p m today visit grandmaplease,reminders.add,F5_stt:merge_boundary+homophone,,,,,,
uh help for tele hear,Help_HearingCareAnywhereConnect,F5_stt:filler+drop_function_word,,,,,,
you calorie jogging,Cmd.ActivityRun,F5_stt:homophone+drop_function_word,,,,,,
uh can youpandora,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
uh school pro gram,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
can my audiologist adjust hearing aid,Help_RemoteProgramming,F5_stt:truncate_tail+drop_function_word,,,,,,
er can yougym setting,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
er switch to gym memery,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
um is spanishsupported for translation,Help_Translate,F5_stt:filler+merge_boundary,,,,,,
er please locate bowling alley nearby,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
can i don t hear a difference when i change my balancecontrol,Help_WiCROS,F5_stt:drop_function_word+merge_boundary,,,,,,
er where is my data backed,Help_HearingCareAnywhereConnect,F5_stt:filler+truncate_tail,,,,,,
um set something upso i do not forget,reminders.add,F5_stt:filler+merge_boundary,,,,,,
uh you lost phone,Cmd.FindMyPhone,F5_stt:filler+drop_function_word,,,,,,
uh can you remember to visit my family on thanksgiving,reminders.add,F5_stt:filler+truncate_tail,,,,,,
please change programtheater,Cmd.MemoryChange,F5_stt:drop_function_word+merge_boundary,,,,,,
um how to clean hearing aids,Help_CleanCare,F5_stt:drop_function_word+filler,,,,,,
er pleaseswitch to gym memory,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
showme tinnitu settings,Help_Tinnitus,F5_stt:merge_boundary+drop_plural,,,,,,
hearing aid sound keeps,Help_DeviceSettings,F5_stt:truncate_tail+drop_function_word,,,,,,
er how do i learn,Default Fallback Intent,F5_stt:filler+truncate_tail,,,,,,
er notscreaming loud enough,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
um what are my options for tinnitu,Help_Tinnitus,F5_stt:filler+drop_plural,,,,,,
uh using app without aids,Help_DemoMode,F5_stt:drop_function_word+filler,,,,,,
um set setting to number two,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
i needto reach out someone,Cmd.SendMessage,F5_stt:merge_boundary+drop_function_word,,,,,,
er how would i cancela fall alert message,Help_FallAlert,F5_stt:filler+merge_boundary,,,,,,
youhelp with remote programming,Help_RemoteProgramming,F5_stt:drop_function_word+merge_boundary,,,,,,
er how do i charge my herring aid ric,Help_Battery,F5_stt:filler+homophone,,,,,,
find where foam went,Cmd.FindMyPhone,F5_stt:homophone+drop_function_word,,,,,,
uh please i wonder if i put in here somewhere,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
uh can you set to personal,Cmd.MemoryChange,F5_stt:truncate_tail+filler,,,,,,
er what different about this app,Help_WhatsNew,F5_stt:drop_function_word+filler,,,,,,
uh could you remindme,reminders.add,F5_stt:merge_boundary+filler,,,,,,
um deliver the sound to aids,Cmd.StreamingStart,F5_stt:drop_function_word+filler,,,,,,
um canyou dnn speech enhancement help,Help_IntelliVoice,F5_stt:merge_boundary+filler,,,,,,
er can you help with tinnitu volume adjustment in my hearing aid,Help_Tinnitus,F5_stt:filler+drop_plural,,,,,,
er volumn decrease,Cmd.VolumeDecrease,F5_stt:homophone+filler,,,,,,
uh worship programme,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
how will i know when hearin specialist adjusted my aids,Help_RemoteProgramming,F5_stt:homophone+drop_function_word,,,,,,
um track my device,Help_FindMyHearingAids,F5_stt:drop_plural+filler,,,,,,
er how do i play notifications through hearing aids,Help_DeviceSettings,F5_stt:filler+drop_function_word,,,,,,
um please set remind her buy milk on november 11 at 5 p m,reminders.add,F5_stt:filler+homophone,,,,,,
remind me take medicine in 5 minute,reminders.add,F5_stt:drop_function_word+drop_plural,,,,,,
how do i turnon mast mode,Help_MaskMode,F5_stt:homophone+merge_boundary,,,,,,
uh how do i adjust the sensitivity of the double,Help_DeviceSettings,F5_stt:truncate_tail+filler,,,,,,
i misplaced device,Help_FindMyHearingAids,F5_stt:drop_function_word+drop_plural,,,,,,
please switch outdoor memory,Cmd.MemoryChange,F5_stt:drop_plural+drop_function_word,,,,,,
um volume down left aid,Cmd.VolumeDecrease,F5_stt:drop_function_word+filler,,,,,,
how do i customize hearin aid memory,Help_MemoryOptions,F5_stt:drop_function_word+homophone,,,,,,
how do i adjust my tinnitu noise in the,Help_Tinnitus,F5_stt:truncate_tail+drop_plural,,,,,,
canchange to restaurant memory,Cmd.MemoryChange,F5_stt:drop_function_word+merge_boundary,,,,,,
uh can you but their counterparts of white pieces of fabric,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
er in a way this cause i just kind of taking away the,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
how do i get better engagement,Help_ThriveScore,F5_stt:drop_function_word+truncate_tail,,,,,,
what the latest cricket,Default Fallback Intent,F5_stt:truncate_tail+drop_function_word,,,,,,
uh sendan email,Cmd.SendMessage,F5_stt:merge_boundary+filler,,,,,,
how doi check overall activity,Help_Health,F5_stt:merge_boundary+drop_function_word,,,,,,
um begin aerobicssession,Cmd.ActivityAerobics,F5_stt:merge_boundary+filler,,,,,,
how many colorie did i burn while exercising,Cmd.ActivityExercise,F5_stt:homophone+drop_plural,,,,,,
um can you set memery to master,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
how do itest drive the,Help_DemoMode,F5_stt:truncate_tail+merge_boundary,,,,,,
um track heart rate,Help_HeartRate,F5_stt:drop_function_word+filler,,,,,,
cani cannot find my hearing aids,Help_FindMyHearingAids,F5_stt:drop_function_word+merge_boundary,,,,,,
uh tell me battery level,Cmd.BatteryLevel,F5_stt:drop_function_word+filler,,,,,,
um starttracking this stroll,Cmd.ActivityWalk,F5_stt:merge_boundary+filler,,,,,,
wheredid i place my right hearing,Help_FindMyHearingAids,F5_stt:truncate_tail+merge_boundary,,,,,,
can you i misplaced left aide,Help_FindMyHearingAids,F5_stt:homophone+drop_function_word,,,,,,
uh please change program to,Cmd.MemoryChange,F5_stt:filler+truncate_tail,,,,,,
can you pubprogramme,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
how to change the battery in my hearing,Help_Battery,F5_stt:homophone+truncate_tail,,,,,,
er please change program toautomatic,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
um translated help,Help_Translate,F5_stt:homophone+filler,,,,,,
please setto master mammary,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
er i needit softer,Cmd.VolumeDecrease,F5_stt:merge_boundary+filler,,,,,,
er help me send note,Cmd.SendMessage,F5_stt:filler+drop_function_word,,,,,,
um help with the shared listeningfeature,Help_HearShare,F5_stt:merge_boundary+filler,,,,,,
er set remind her about washing car,reminders.add,F5_stt:homophone+filler,,,,,,
what are you epto,Default Fallback Intent,F5_stt:homophone+merge_boundary,,,,,,
uh did i hit step goal,Cmd.ActivityStep,F5_stt:filler+drop_function_word,,,,,,
um close at notredame score yesterday,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
er loga run,Cmd.ActivityRun,F5_stt:merge_boundary+filler,,,,,,
er tern things up so i can hear,Cmd.VolumeIncrease,F5_stt:filler+homophone,,,,,,
howincrease volume,Help_Volume,F5_stt:drop_function_word+merge_boundary,,,,,,
um value down left aid,Cmd.VolumeDecrease,F5_stt:filler+homophone,,,,,,
er please changeto telephone memory,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
um how does thewellness score work,Help_ThriveScore,F5_stt:merge_boundary+filler,,,,,,
uh aerobic goal,Cmd.ActivityAerobics,F5_stt:drop_plural+filler,,,,,,
uh i need strongeraudio,Cmd.VolumeIncrease,F5_stt:merge_boundary+filler,,,,,,
uh use different listening setup,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
can youturned the sound off,Cmd.VolumeMute,F5_stt:homophone+merge_boundary,,,,,,
er when doesedge mode turn off,Help_EdgeMode,F5_stt:merge_boundary+filler,,,,,,
what the most expensivephone,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
er can switch to kitchen,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
speak my messege,Cmd.ListenMessage,F5_stt:drop_plural+homophone,,,,,,
uh can you memery four,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
change programto outdoor,Cmd.MemoryChange,F5_stt:drop_plural+merge_boundary,,,,,,
um can youremind me to call my brother on veterans day,reminders.add,F5_stt:merge_boundary+filler,,,,,,
scream from tv now,Cmd.StreamingStart,F5_stt:drop_function_word+homophone,,,,,,
erchange memory,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
sorryi did not give you kiss,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
er please show me jury,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
mark my last remindacomplete,reminders.complete,F5_stt:homophone+merge_boundary,,,,,,
um can change to pub program,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
uh can you switchto auditorium,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
how doi tailor my herring experience,Help_Customize,F5_stt:homophone+merge_boundary,,,,,,
set memery two,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
um where is theclosed captioning feature,Help_Transcribe,F5_stt:merge_boundary+filler,,,,,,
er can you switch settingto number two,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
sendaudio to my 8s,Cmd.StreamingStart,F5_stt:homophone+merge_boundary,,,,,,
switch program numbertwo,Cmd.MemoryChange,F5_stt:drop_function_word+merge_boundary,,,,,,
er can you make the sound,Cmd.VolumeIncrease,F5_stt:truncate_tail+filler,,,,,,
i neednotify someone,Cmd.SendMessage,F5_stt:drop_function_word+merge_boundary,,,,,,
how do i see walking goal,Help_Health,F5_stt:drop_function_word+drop_plural,,,,,,
er switch to masterprogram,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
um can you remind meto take medicine tomorrow morning,reminders.add,F5_stt:filler+merge_boundary,,,,,,
please i cannot find my other herring,Help_FindMyHearingAids,F5_stt:truncate_tail+homophone,,,,,,
um when should i start a manual alert,Help_FallAlert,F5_stt:truncate_tail+filler,,,,,,
please help withwhite noise adjustment on hearing aid,Help_Tinnitus,F5_stt:merge_boundary+drop_function_word,,,,,,
um drop it down a few,Cmd.VolumeDecrease,F5_stt:filler+truncate_tail,,,,,,
er canyou master setting,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
um changeprogram to personal,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
set office memery,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
um can memory button,Help_ChangingMemories,F5_stt:drop_function_word+filler,,,,,,
cani wash them every now and then,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
find myaid,Help_FindMyHearingAids,F5_stt:merge_boundary+drop_plural,,,,,,
um how do i usethis,Help_Home,F5_stt:merge_boundary+filler,,,,,,
did i drop aides somewhere,Help_FindMyHearingAids,F5_stt:drop_function_word+homophone,,,,,,
the sund quality is poor,Help_DeviceSettings,F5_stt:homophone+truncate_tail,,,,,,
how do i change the nameof the tv,Help_Accessories,F5_stt:truncate_tail+merge_boundary,,,,,,
what mycalorie goal,Cmd.ActivityCalories,F5_stt:drop_function_word+merge_boundary,,,,,,
um buzz my phone so i hearit,Cmd.FindMyPhone,F5_stt:filler+merge_boundary,,,,,,
um how do i request new settings finetuning,Help_RemoteProgramming,F5_stt:filler+merge_boundary,,,,,,
yoube more specific,Default Fallback Intent,F5_stt:merge_boundary+drop_function_word,,,,,,
uh setto kitchen memory,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
er can auditorium setting,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
can you score of twins,Default Fallback Intent,F5_stt:drop_function_word+truncate_tail,,,,,,
uh wherewould i cancel a fall alert,Help_FallAlert,F5_stt:merge_boundary+filler,,,,,,
uh locatemy wife,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
uh turnthe sound on,Cmd.VolumeUnmute,F5_stt:merge_boundary+filler,,,,,,
er shut off all sound for,Cmd.VolumeMute,F5_stt:filler+truncate_tail,,,,,,
what the modelof my hearing aid,Help_DeviceSettings,F5_stt:drop_function_word+merge_boundary,,,,,,
leave a voicemassage,Cmd.SendMessage,F5_stt:homophone+merge_boundary,,,,,,
er can you find mysong,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
set train programme,Cmd.MemoryChange,F5_stt:homophone+drop_function_word,,,,,,
